Date,Stock,Tweet,Price
2023-03-23,AAPL,Market sentiment towards AAPL looks bullish these days.,137.58685188434174
2023-01-11,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",116.27312227613815
2023-01-17,TSLA,"TSLA outlook is worried, according to many investors.",112.484954655671
2023-02-13,AMZN,"AMZN outlook is neutral, according to many investors.",89.90876724578159
2023-02-16,AMZN,"I'm bullish on AMZN, price action has been interesting.",104.16824571467193
2023-03-09,TSLA,The way TSLA has been performing makes me feel worried.,112.71248005714163
2023-03-21,GOOGL,Analysts believe GOOGL could dip after recent news.,102.55376002955576
2023-02-06,AAPL,"Lots of chatter on AAPL today, could this mean fall?",121.18533494402097
2023-01-25,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",257.4091621014592
2023-02-22,MSFT,Market sentiment towards MSFT looks excited these days.,253.8537717711724
2023-03-10,AAPL,"I'm neutral on AAPL, price action has been interesting.",114.3287226489356
2023-01-11,TSLA,The way TSLA has been performing makes me feel worried.,117.73577041637893
2023-02-27,AMZN,"AMZN stock is drawing attention, traders are excited.",96.81313331095652
2023-01-09,AAPL,"Lots of chatter on AAPL today, could this mean dip?",137.8761021468032
2023-03-02,AAPL,"Lots of chatter on AAPL today, could this mean dip?",121.18533494402097
2023-03-30,AAPL,"I'm bearish on AAPL, price action has been interesting.",107.452609474386
2023-02-09,MSFT,Market sentiment towards MSFT looks neutral these days.,250.5556902998358
2023-02-08,MSFT,"MSFT stock is drawing attention, traders are neutral.",255.79604932771065
2023-01-16,AMZN,The way AMZN has been performing makes me feel bullish.,88.92831195630367
2023-03-31,TSLA,Analysts believe TSLA could stabilize after recent news.,115.81012322074378
2023-01-26,AMZN,The way AMZN has been performing makes me feel bullish.,87.73786151172393
2023-01-12,AAPL,Analysts believe AAPL could dip after recent news.,105.5066884063496
2023-02-07,TSLA,"I'm bearish on TSLA, price action has been interesting.",115.81012322074378
2023-02-16,GOOGL,"GOOGL outlook is worried, according to many investors.",88.47249554433462
2023-03-02,TSLA,Analysts believe TSLA could rise after recent news.,112.3638206700515
2023-01-20,AMZN,Market sentiment towards AMZN looks neutral these days.,88.92831195630367
2023-03-13,AAPL,Market sentiment towards AAPL looks worried these days.,110.97868978511146
2023-01-18,TSLA,"TSLA outlook is bullish, according to many investors.",116.43656434179384
2023-03-09,MSFT,"Lots of chatter on MSFT today, could this mean fall?",252.19675275701448
2023-03-20,GOOGL,Market sentiment towards GOOGL looks bearish these days.,89.49577838191351
2023-03-13,GOOGL,"Lots of chatter on GOOGL today, could this mean dip?",86.49507571519749
2023-02-21,MSFT,The way MSFT has been performing makes me feel neutral.,250.0364394129566
2023-01-24,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",89.49577838191351
2023-03-22,MSFT,"MSFT stock is drawing attention, traders are bullish.",240.4963585681164
2023-02-09,AAPL,Analysts believe AAPL could stabilize after recent news.,108.10077741317558
2023-02-15,TSLA,"I'm neutral on TSLA, price action has been interesting.",111.25909926874225
2023-03-24,AAPL,Analysts believe AAPL could rise after recent news.,122.04644224651518
2023-03-17,GOOGL,Market sentiment towards GOOGL looks bullish these days.,94.90275914774982
2023-01-13,AMZN,"I'm worried on AMZN, price action has been interesting.",92.0357990874798
2023-03-07,GOOGL,"I'm bullish on GOOGL, price action has been interesting.",94.21294969027754
2023-02-01,MSFT,"Lots of chatter on MSFT today, could this mean stabilize?",250.1534581332311
2023-01-30,AAPL,"I'm bearish on AAPL, price action has been interesting.",110.29145320597452
2023-01-18,TSLA,"I'm bearish on TSLA, price action has been interesting.",117.2064150051684
2023-02-15,AMZN,"AMZN stock is drawing attention, traders are neutral.",88.20236890604593
2023-02-02,TSLA,"TSLA stock is drawing attention, traders are neutral.",111.11020743720992
2023-01-16,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",130.3104557300001
2023-01-24,GOOGL,"I'm excited on GOOGL, price action has been interesting.",88.5494701524181
2023-03-07,MSFT,Analysts believe MSFT could breakout after recent news.,252.19675275701448
2023-02-03,GOOGL,Market sentiment towards GOOGL looks worried these days.,86.29183002409107
2023-01-30,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",257.4091621014592
2023-01-17,GOOGL,"GOOGL outlook is excited, according to many investors.",92.60610790975478
2023-02-21,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",90.55289027819296
2023-02-28,AAPL,The way AAPL has been performing makes me feel neutral.,137.8761021468032
2023-01-24,MSFT,"I'm neutral on MSFT, price action has been interesting.",250.0364394129566
2023-03-08,GOOGL,Market sentiment towards GOOGL looks bullish these days.,98.14613905684384
2023-02-08,TSLA,"I'm bullish on TSLA, price action has been interesting.",115.62556751982744
2023-02-27,TSLA,"TSLA outlook is bearish, according to many investors.",107.34009767559544
2023-03-07,TSLA,Market sentiment towards TSLA looks worried these days.,114.73134936166689
2023-01-25,MSFT,The way MSFT has been performing makes me feel worried.,251.427817526324
2023-01-18,MSFT,"MSFT outlook is bullish, according to many investors.",240.7706347594577
2023-01-18,GOOGL,Market sentiment towards GOOGL looks bearish these days.,88.99064207912718
2023-02-13,MSFT,Market sentiment towards MSFT looks worried these days.,252.34772443328157
2023-01-03,TSLA,The way TSLA has been performing makes me feel bearish.,115.15479892754824
2023-01-23,GOOGL,"GOOGL outlook is neutral, according to many investors.",86.2810077483177
2023-01-12,AMZN,The way AMZN has been performing makes me feel bearish.,95.6829014695944
2023-02-22,TSLA,The way TSLA has been performing makes me feel neutral.,115.26617096790577
2023-03-16,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",113.63286221620928
2023-03-20,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",237.8564216608738
2023-03-03,GOOGL,Analysts believe GOOGL could fall after recent news.,107.65982590422904
2023-02-16,MSFT,Market sentiment towards MSFT looks neutral these days.,241.1440931999608
2023-01-12,AAPL,Analysts believe AAPL could breakout after recent news.,137.2801814603673
2023-01-11,TSLA,"Lots of chatter on TSLA today, could this mean dip?",114.57552560976502
2023-01-10,AAPL,"Lots of chatter on AAPL today, could this mean stabilize?",117.50777302447896
2023-02-20,AMZN,"AMZN stock is drawing attention, traders are worried.",100.86978418940626
2023-01-25,MSFT,"MSFT outlook is neutral, according to many investors.",250.7110413556572
2023-01-04,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",94.4673967412954
2023-02-08,MSFT,"Lots of chatter on MSFT today, could this mean rise?",250.0364394129566
2023-03-02,AAPL,"I'm excited on AAPL, price action has been interesting.",137.8761021468032
2023-01-30,AAPL,"AAPL stock is drawing attention, traders are neutral.",119.74445509167056
2023-02-08,GOOGL,The way GOOGL has been performing makes me feel bullish.,92.84076267637236
2023-03-16,GOOGL,"GOOGL stock is drawing attention, traders are neutral.",87.56346828310043
2023-03-16,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",240.67835092452796
2023-03-31,TSLA,"TSLA stock is drawing attention, traders are neutral.",117.2064150051684
2023-01-30,AAPL,The way AAPL has been performing makes me feel neutral.,126.07935508016996
2023-01-18,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",96.7871295272007
2023-03-21,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",87.59981329687079
2023-03-09,GOOGL,Analysts believe GOOGL could dip after recent news.,88.47249554433462
2023-03-16,TSLA,"TSLA stock is drawing attention, traders are worried.",114.45826765072462
2023-01-13,MSFT,The way MSFT has been performing makes me feel excited.,252.2763125126309
2023-03-15,TSLA,The way TSLA has been performing makes me feel worried.,114.80657640380984
2023-03-02,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",111.25909926874225
2023-03-07,AAPL,"Lots of chatter on AAPL today, could this mean fall?",130.7168997036801
2023-03-15,MSFT,"MSFT outlook is bullish, according to many investors.",256.9250075615008
2023-03-06,MSFT,Market sentiment towards MSFT looks bearish these days.,257.8609798488129
2023-01-18,AAPL,"Lots of chatter on AAPL today, could this mean dip?",107.452609474386
2023-02-21,AMZN,Market sentiment towards AMZN looks worried these days.,89.91119166002758
2023-02-02,GOOGL,"Lots of chatter on GOOGL today, could this mean breakout?",94.90275914774982
2023-01-03,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",89.09791095488092
2023-01-19,AMZN,"AMZN outlook is neutral, according to many investors.",96.81313331095652
2023-01-13,GOOGL,Analysts believe GOOGL could fall after recent news.,95.30714445261762
2023-02-17,MSFT,Analysts believe MSFT could breakout after recent news.,251.54188046292808
2023-02-03,AAPL,"AAPL stock is drawing attention, traders are bullish.",137.58685188434174
2023-01-04,TSLA,"I'm neutral on TSLA, price action has been interesting.",115.26617096790577
2023-01-24,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",95.13276302912864
2023-01-17,AAPL,"Lots of chatter on AAPL today, could this mean stabilize?",108.1772087535367
2023-03-16,AAPL,Market sentiment towards AAPL looks excited these days.,121.18533494402097
2023-02-02,AMZN,The way AMZN has been performing makes me feel worried.,104.91895621571564
2023-02-09,MSFT,Analysts believe MSFT could stabilize after recent news.,258.7280582354071
2023-03-01,AAPL,"AAPL outlook is excited, according to many investors.",112.1153304548266
2023-02-03,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",251.33964010816825
2023-03-24,AAPL,"I'm worried on AAPL, price action has been interesting.",117.50777302447896
2023-03-31,AMZN,"Lots of chatter on AMZN today, could this mean dip?",88.90708958366359
2023-02-08,TSLA,"I'm excited on TSLA, price action has been interesting.",114.73134936166689
2023-01-23,TSLA,"I'm excited on TSLA, price action has been interesting.",112.56845981398098
2023-03-07,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",121.18533494402097
2023-03-22,AMZN,"I'm worried on AMZN, price action has been interesting.",91.09136003888008
2023-02-07,MSFT,Analysts believe MSFT could rise after recent news.,250.59121616293012
2023-03-15,GOOGL,"Lots of chatter on GOOGL today, could this mean dip?",88.41417458413825
2023-02-28,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",92.1193968628654
2023-03-23,AAPL,"I'm worried on AAPL, price action has been interesting.",114.77170255262348
2023-03-07,TSLA,"I'm worried on TSLA, price action has been interesting.",113.63097750248954
2023-02-16,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",88.41417458413825
2023-02-21,AMZN,"Lots of chatter on AMZN today, could this mean fall?",94.0224726042693
2023-01-09,AMZN,Analysts believe AMZN could rise after recent news.,88.90708958366359
2023-01-10,GOOGL,"GOOGL stock is drawing attention, traders are excited.",107.65982590422904
2023-02-03,AAPL,"I'm excited on AAPL, price action has been interesting.",125.76285888857272
2023-02-15,GOOGL,Analysts believe GOOGL could rise after recent news.,88.61815752840099
2023-03-17,MSFT,The way MSFT has been performing makes me feel neutral.,241.70844629714003
2023-03-22,AAPL,Analysts believe AAPL could breakout after recent news.,138.8150509186731
2023-01-10,MSFT,"MSFT stock is drawing attention, traders are excited.",241.1440931999608
2023-03-21,TSLA,"TSLA outlook is bearish, according to many investors.",115.11576987004398
2023-01-17,AMZN,"AMZN stock is drawing attention, traders are excited.",104.91895621571564
2023-01-23,AMZN,The way AMZN has been performing makes me feel bearish.,92.1193968628654
2023-03-01,AMZN,"I'm neutral on AMZN, price action has been interesting.",90.55289027819296
2023-01-10,MSFT,"MSFT stock is drawing attention, traders are excited.",250.822460604913
2023-03-13,MSFT,The way MSFT has been performing makes me feel worried.,254.99352785022364
2023-02-14,GOOGL,"I'm bearish on GOOGL, price action has been interesting.",96.66495044526977
2023-01-11,TSLA,Analysts believe TSLA could rise after recent news.,116.07381954596286
2023-03-03,GOOGL,The way GOOGL has been performing makes me feel bullish.,86.2810077483177
2023-03-23,GOOGL,Analysts believe GOOGL could stabilize after recent news.,90.88980558179196
2023-01-05,MSFT,The way MSFT has been performing makes me feel neutral.,241.70844629714003
2023-02-09,MSFT,The way MSFT has been performing makes me feel bearish.,240.4963585681164
2023-02-09,MSFT,Analysts believe MSFT could rise after recent news.,253.93499282328747
2023-02-08,MSFT,Market sentiment towards MSFT looks bullish these days.,254.8222399169049
2023-03-02,MSFT,Analysts believe MSFT could fall after recent news.,256.36604823097264
2023-01-05,GOOGL,"Lots of chatter on GOOGL today, could this mean stabilize?",87.99793268801773
2023-01-12,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",239.3103700989465
2023-01-06,AMZN,"I'm neutral on AMZN, price action has been interesting.",91.38099100541976
2023-03-20,GOOGL,Market sentiment towards GOOGL looks worried these days.,88.47249554433462
2023-03-10,GOOGL,"GOOGL stock is drawing attention, traders are neutral.",86.2810077483177
2023-01-20,GOOGL,Market sentiment towards GOOGL looks excited these days.,88.61815752840099
2023-02-14,MSFT,"MSFT outlook is worried, according to many investors.",256.36604823097264
2023-02-08,GOOGL,"GOOGL stock is drawing attention, traders are neutral.",94.90275914774982
2023-01-31,MSFT,Analysts believe MSFT could breakout after recent news.,254.8222399169049
2023-01-24,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",89.65641888629835
2023-03-23,AMZN,"I'm bullish on AMZN, price action has been interesting.",99.72020146527116
2023-03-21,AAPL,"AAPL stock is drawing attention, traders are excited.",138.96122223397512
2023-02-06,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",137.58685188434174
2023-02-03,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",249.2035675109092
2023-01-13,AMZN,Analysts believe AMZN could fall after recent news.,88.40501453588696
2023-03-03,GOOGL,Market sentiment towards GOOGL looks bearish these days.,89.49577838191351
2023-01-16,MSFT,The way MSFT has been performing makes me feel bearish.,250.81557924919667
2023-03-15,GOOGL,"Lots of chatter on GOOGL today, could this mean fall?",89.93258335656962
2023-02-08,AAPL,"I'm neutral on AAPL, price action has been interesting.",119.06991308610915
2023-03-31,AAPL,Analysts believe AAPL could fall after recent news.,130.99342830602245
2023-03-09,AAPL,Market sentiment towards AAPL looks excited these days.,121.18533494402097
2023-03-07,GOOGL,"I'm bullish on GOOGL, price action has been interesting.",89.16355432644994
2023-03-14,TSLA,The way TSLA has been performing makes me feel worried.,114.57552560976502
2023-03-16,TSLA,"I'm bullish on TSLA, price action has been interesting.",112.5579038235086
2023-03-24,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",118.71118624893776
2023-03-21,AAPL,"AAPL stock is drawing attention, traders are neutral.",107.89910165451091
2023-03-07,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",132.0122767798815
2023-02-13,AAPL,"Lots of chatter on AAPL today, could this mean breakout?",107.131740051138
2023-03-06,AMZN,The way AMZN has been performing makes me feel bullish.,92.0357990874798
2023-02-06,AAPL,"AAPL outlook is worried, according to many investors.",109.09848629545628
2023-01-06,TSLA,Market sentiment towards TSLA looks excited these days.,113.63097571992164
2023-03-14,GOOGL,"Lots of chatter on GOOGL today, could this mean rise?",86.89961556713949
2023-03-16,AAPL,"AAPL outlook is excited, according to many investors.",125.62780247919687
2023-02-15,MSFT,Analysts believe MSFT could breakout after recent news.,237.8564216608738
2023-03-10,MSFT,Market sentiment towards MSFT looks neutral these days.,250.9171170147616
2023-02-22,AAPL,Analysts believe AAPL could breakout after recent news.,109.09848629545628
2023-02-07,TSLA,"I'm bullish on TSLA, price action has been interesting.",117.8074224945988
2023-01-20,GOOGL,"I'm bearish on GOOGL, price action has been interesting.",89.21135449552935
2023-03-27,AMZN,"AMZN outlook is worried, according to many investors.",89.09791095488092
2023-01-30,TSLA,"TSLA outlook is excited, according to many investors.",114.00855815065005
2023-03-06,AAPL,"AAPL stock is drawing attention, traders are excited.",138.0343868483502
2023-01-09,AAPL,"I'm bullish on AAPL, price action has been interesting.",138.96122223397512
2023-02-22,TSLA,"I'm bullish on TSLA, price action has been interesting.",106.13694076891493
2023-03-28,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",106.62247105921196
2023-03-28,GOOGL,"GOOGL stock is drawing attention, traders are bullish.",96.66495044526977
2023-03-06,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",253.14061648859337
2023-01-18,AAPL,"AAPL stock is drawing attention, traders are bearish.",114.3287226489356
2023-01-04,AMZN,"AMZN outlook is worried, according to many investors.",88.90708958366359
2023-01-09,MSFT,"MSFT outlook is bullish, according to many investors.",250.5556902998358
2023-01-11,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",109.4462456661918
2023-03-02,GOOGL,Analysts believe GOOGL could dip after recent news.,98.02708834472024
2023-02-15,AMZN,The way AMZN has been performing makes me feel neutral.,87.35981101659057
2023-03-10,GOOGL,"GOOGL stock is drawing attention, traders are neutral.",87.59981329687079
2023-01-16,GOOGL,"GOOGL outlook is excited, according to many investors.",86.2810077483177
2023-02-08,AMZN,"AMZN stock is drawing attention, traders are bullish.",100.86978418940626
2023-02-27,GOOGL,"GOOGL outlook is worried, according to many investors.",94.90275914774982
2023-01-23,AAPL,Market sentiment towards AAPL looks bullish these days.,127.1602184308493
2023-03-08,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",92.14327842542612
2023-03-20,AAPL,"Lots of chatter on AAPL today, could this mean stabilize?",133.76029139502614
2023-03-30,AAPL,"AAPL stock is drawing attention, traders are worried.",109.49034777729648
2023-03-23,GOOGL,"I'm worried on GOOGL, price action has been interesting.",103.3391401422243
2023-03-28,TSLA,"Lots of chatter on TSLA today, could this mean rise?",116.2845051448232
2023-01-16,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",103.3391401422243
2023-01-25,AAPL,"Lots of chatter on AAPL today, could this mean stabilize?",119.06991308610915
2023-01-26,TSLA,"TSLA stock is drawing attention, traders are bullish.",111.44355272501969
2023-03-17,AMZN,"AMZN stock is drawing attention, traders are worried.",88.40501453588696
2023-02-06,AMZN,Analysts believe AMZN could breakout after recent news.,88.40501453588696
2023-01-09,GOOGL,Market sentiment towards GOOGL looks neutral these days.,87.71777194950126
2023-01-05,AAPL,Market sentiment towards AAPL looks neutral these days.,119.74445509167056
2023-02-09,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",112.09895647004323
2023-03-23,AAPL,The way AAPL has been performing makes me feel neutral.,111.4414380315412
2023-01-24,MSFT,The way MSFT has been performing makes me feel excited.,250.59121616293012
2023-03-01,GOOGL,Analysts believe GOOGL could fall after recent news.,102.55376002955576
2023-02-16,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",103.47505135285812
2023-01-11,AAPL,"AAPL stock is drawing attention, traders are worried.",109.4462456661918
2023-01-18,GOOGL,"I'm excited on GOOGL, price action has been interesting.",88.08394296325406
2023-01-11,TSLA,The way TSLA has been performing makes me feel neutral.,114.00855815065005
2023-03-31,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",249.2035675109092
2023-03-01,GOOGL,Analysts believe GOOGL could breakout after recent news.,91.45167777496049
2023-02-23,AMZN,The way AMZN has been performing makes me feel bullish.,92.1193968628654
2023-03-23,MSFT,Analysts believe MSFT could breakout after recent news.,255.85989399460053
2023-03-02,MSFT,Market sentiment towards MSFT looks neutral these days.,240.7706347594577
2023-01-12,TSLA,"TSLA stock is drawing attention, traders are excited.",117.8074224945988
2023-02-21,AAPL,"Lots of chatter on AAPL today, could this mean rise?",114.77170255262348
2023-02-20,GOOGL,Analysts believe GOOGL could fall after recent news.,86.01952659374552
2023-02-08,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",86.29183002409107
2023-02-28,MSFT,Market sentiment towards MSFT looks worried these days.,250.5556902998358
2023-03-01,GOOGL,Market sentiment towards GOOGL looks excited these days.,87.41215474466284
2023-02-28,AAPL,"AAPL stock is drawing attention, traders are bullish.",135.05833649269752
2023-03-17,GOOGL,"I'm worried on GOOGL, price action has been interesting.",88.5494701524181
2023-03-08,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",251.54188046292808
2023-01-31,GOOGL,"GOOGL outlook is excited, according to many investors.",107.65982590422904
2023-02-07,MSFT,"MSFT outlook is neutral, according to many investors.",251.24849642836065
2023-01-18,TSLA,Market sentiment towards TSLA looks bullish these days.,113.63097750248954
2023-03-03,AAPL,Analysts believe AAPL could stabilize after recent news.,132.0122767798815
2023-01-13,GOOGL,"GOOGL stock is drawing attention, traders are neutral.",95.3960924679492
2023-01-12,AAPL,The way AAPL has been performing makes me feel neutral.,118.71118624893776
2023-03-16,TSLA,Market sentiment towards TSLA looks bearish these days.,115.08278432873662
2023-02-07,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",112.41553111626052
2023-02-16,AAPL,The way AAPL has been performing makes me feel neutral.,114.09742608415914
2023-01-02,GOOGL,"Lots of chatter on GOOGL today, could this mean stabilize?",91.05294543696355
2023-02-14,AMZN,"I'm neutral on AMZN, price action has been interesting.",104.91895621571564
2023-01-27,AMZN,"AMZN stock is drawing attention, traders are neutral.",104.91895621571564
2023-02-17,AAPL,"Lots of chatter on AAPL today, could this mean fall?",130.7168997036801
2023-01-24,MSFT,"I'm bullish on MSFT, price action has been interesting.",254.5032139891401
2023-01-25,AMZN,Analysts believe AMZN could dip after recent news.,93.1969107503963
2023-03-03,AMZN,"I'm worried on AMZN, price action has been interesting.",88.20236890604593
2023-03-15,GOOGL,"GOOGL outlook is excited, according to many investors.",91.54455366458208
2023-03-31,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",91.09136003888008
2023-01-02,GOOGL,Market sentiment towards GOOGL looks bearish these days.,88.77606573440579
2023-03-22,AAPL,The way AAPL has been performing makes me feel bullish.,127.78871309603984
2023-02-06,GOOGL,"GOOGL outlook is bullish, according to many investors.",88.79797393518416
2023-01-27,TSLA,Market sentiment towards TSLA looks neutral these days.,109.26821498594242
2023-01-13,TSLA,"I'm bullish on TSLA, price action has been interesting.",106.13694076891493
2023-03-23,AAPL,"AAPL stock is drawing attention, traders are bullish.",109.49034777729648
2023-02-27,AMZN,"AMZN outlook is neutral, according to many investors.",89.07407304765302
2023-01-06,TSLA,"TSLA outlook is bullish, according to many investors.",115.11576987004398
2023-03-31,TSLA,"TSLA outlook is neutral, according to many investors.",117.26937252857788
2023-01-24,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",123.14805754232684
2023-01-31,AMZN,Analysts believe AMZN could fall after recent news.,104.63122613197449
2023-02-27,TSLA,"I'm worried on TSLA, price action has been interesting.",107.34009767559544
2023-01-16,MSFT,Analysts believe MSFT could fall after recent news.,247.8969090457618
2023-03-20,AAPL,"Lots of chatter on AAPL today, could this mean rise?",137.1029273412097
2023-03-13,AAPL,"AAPL outlook is bearish, according to many investors.",105.5066884063496
2023-01-30,TSLA,"TSLA stock is drawing attention, traders are bullish.",110.07817504102144
2023-02-06,MSFT,"Lots of chatter on MSFT today, could this mean dip?",255.4070691205143
2023-01-26,AMZN,"AMZN stock is drawing attention, traders are neutral.",87.9040288351952
2023-03-24,AMZN,Market sentiment towards AMZN looks excited these days.,94.05128089966354
2023-03-07,MSFT,Analysts believe MSFT could stabilize after recent news.,254.9057199189457
2023-02-06,TSLA,Market sentiment towards TSLA looks bullish these days.,114.73134936166689
2023-02-24,TSLA,Analysts believe TSLA could stabilize after recent news.,115.81012322074378
2023-01-06,GOOGL,"Lots of chatter on GOOGL today, could this mean stabilize?",94.21294969027754
2023-01-30,AAPL,"AAPL outlook is bullish, according to many investors.",125.76285888857272
2023-01-05,AMZN,"Lots of chatter on AMZN today, could this mean dip?",95.66659292425828
2023-02-01,AMZN,The way AMZN has been performing makes me feel bearish.,89.01952805283034
2023-01-20,AMZN,The way AMZN has been performing makes me feel bearish.,87.31005948872884
2023-01-11,MSFT,"I'm worried on MSFT, price action has been interesting.",254.97225513830807
2023-02-27,AMZN,"I'm excited on AMZN, price action has been interesting.",99.15698660075932
2023-01-26,AAPL,"AAPL stock is drawing attention, traders are worried.",113.98598608655568
2023-03-06,GOOGL,"Lots of chatter on GOOGL today, could this mean breakout?",88.77606573440579
2023-02-08,AAPL,The way AAPL has been performing makes me feel neutral.,137.8761021468032
2023-01-20,AAPL,"AAPL stock is drawing attention, traders are excited.",108.10077741317558
2023-02-21,GOOGL,The way GOOGL has been performing makes me feel bullish.,103.9596736554112
2023-01-02,MSFT,"Lots of chatter on MSFT today, could this mean dip?",239.3103700989465
2023-02-02,TSLA,Analysts believe TSLA could stabilize after recent news.,114.00855815065005
2023-02-07,AAPL,Market sentiment towards AAPL looks worried these days.,123.14805754232684
2023-02-24,MSFT,The way MSFT has been performing makes me feel bearish.,249.41390927844947
2023-03-29,AAPL,Analysts believe AAPL could breakout after recent news.,138.0343868483502
2023-03-27,AAPL,Analysts believe AAPL could rise after recent news.,109.49034777729648
2023-02-20,GOOGL,"I'm worried on GOOGL, price action has been interesting.",88.5494701524181
2023-02-02,AAPL,Analysts believe AAPL could breakout after recent news.,138.96122223397512
2023-02-02,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",105.64779114122965
2023-01-05,AMZN,Analysts believe AMZN could rise after recent news.,86.26617635749504
2023-02-16,AMZN,Market sentiment towards AMZN looks excited these days.,86.26617635749504
2023-03-21,AAPL,The way AAPL has been performing makes me feel bullish.,121.82459706709544
2023-03-09,AAPL,The way AAPL has been performing makes me feel excited.,119.74445509167056
2023-03-15,GOOGL,Analysts believe GOOGL could rise after recent news.,88.77606573440579
2023-02-01,GOOGL,"GOOGL outlook is bullish, according to many investors.",86.384738769212
2023-03-15,TSLA,Market sentiment towards TSLA looks worried these days.,112.5579038235086
2023-03-28,TSLA,"I'm bullish on TSLA, price action has been interesting.",112.5579038235086
2023-02-27,TSLA,"TSLA stock is drawing attention, traders are excited.",114.37058262128392
2023-03-21,TSLA,The way TSLA has been performing makes me feel excited.,106.13694076891493
2023-03-24,MSFT,Analysts believe MSFT could breakout after recent news.,255.85989399460053
2023-03-16,AMZN,"AMZN outlook is worried, according to many investors.",99.19088779879525
2023-03-21,AAPL,Market sentiment towards AAPL looks excited these days.,107.131740051138
2023-01-13,AAPL,"I'm excited on AAPL, price action has been interesting.",133.76029139502614
2023-02-24,TSLA,"TSLA stock is drawing attention, traders are neutral.",112.56845981398098
2023-01-10,TSLA,"Lots of chatter on TSLA today, could this mean rise?",110.39484286163304
2023-02-22,GOOGL,"GOOGL stock is drawing attention, traders are bullish.",86.93710310368019
2023-03-27,MSFT,"MSFT stock is drawing attention, traders are bearish.",250.822460604913
2023-01-04,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",97.46193032884544
2023-03-13,MSFT,"MSFT outlook is worried, according to many investors.",250.0364394129566
2023-03-07,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",255.4070691205143
2023-02-22,MSFT,Market sentiment towards MSFT looks excited these days.,239.65077902270352
2023-02-20,AAPL,"I'm bullish on AAPL, price action has been interesting.",110.48308955585064
2023-02-27,AMZN,"AMZN stock is drawing attention, traders are bearish.",92.1193968628654
2023-01-18,AAPL,"I'm bullish on AAPL, price action has been interesting.",132.0122767798815
2023-03-22,AMZN,"AMZN outlook is worried, according to many investors.",94.0224726042693
2023-03-10,AAPL,"AAPL stock is drawing attention, traders are bullish.",121.18533494402097
2023-02-10,AMZN,"I'm excited on AMZN, price action has been interesting.",88.20236890604593
2023-03-28,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",98.80649412024268
2023-02-03,AMZN,"AMZN outlook is bearish, according to many investors.",92.0357990874798
2023-02-07,MSFT,"MSFT stock is drawing attention, traders are worried.",240.7706347594577
2023-03-13,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",98.80649412024268
2023-03-21,AAPL,"AAPL stock is drawing attention, traders are bullish.",110.97868978511146
2023-03-07,GOOGL,Market sentiment towards GOOGL looks worried these days.,105.64779114122965
2023-02-23,AAPL,The way AAPL has been performing makes me feel bearish.,111.4414380315412
2023-01-23,MSFT,Analysts believe MSFT could stabilize after recent news.,255.5921656362433
2023-01-31,AMZN,Analysts believe AMZN could dip after recent news.,88.40501453588696
2023-03-16,AAPL,"AAPL outlook is worried, according to many investors.",138.0343868483502
